narrative,product,response
using official http two year running able download credit report experian website defective repeatedly give condition exists prevents experian able accept request time blah say contact u mail instead happening please force experian fix defect u consumer thank,credit_reporting,"We've received your complaint regarding difficulties in downloading your Experian credit report from their official website. Specifically, you mentioned that the download process has been defective for over two years and prevents Experian from accepting your request. You also stated that instead of resolving the issue on their website, they suggested contacting them via email. Our support team will review this matter internally to determine the cause of the problem and explore possible solutions with Experian directly. We'll investigate the issue further to ensure it's properly addressed and that you can access your credit report as expected."
opened card think back family health job issue tried work thing capital one bank called many time make payment etc account last couple year difficult work talk gotten point wont talk wont take payment screwed credit threatened go,credit_card,"I'm reviewing your concern about the difficulties you've experienced with making payments on a Capital One Bank credit card over the past couple of years. It appears that you've had issues communicating with the bank's representatives, who have not been willing to accept your payments or discuss your account in detail. You mentioned that this has caused problems for your family's health and job situation due to the impact on your credit score. I will escalate your case to our internal review team to investigate the specific circumstances surrounding your interactions with Capital One Bank and ensure that all relevant policies and procedures have been followed."
complaint keep sending fraud acct different collection company time contact consumer protection bureau acct opened due fraud feel affiliate purposely allowed fraud allowing someone cause much hardship disabling unjustly filing suit afni company never even heard included suit,debt_collection,"We've received your complaint regarding the ongoing debt collection efforts by AFNI, a third-party collection agency. You're concerned that they've been contacting you about a fraudulent account and feel that this has caused significant financial hardship due to their actions. We understand that you believe the account was opened in error and that AFNI's involvement may be unjust. Our support team will review your case internally to investigate the allegations of fraud and the collection agency's handling of your situation, including the inclusion of your name in a lawsuit without prior notification."
contacted account attempting collect requested verification amount allegedly owed way billing statement show got amount claim beginning year claimed owed increased amount read illegal collection agency add interest fee debt state texas violation state federal debt collection practice,debt_collection,"We understand that you're concerned about the debt collection attempts made on your account, specifically regarding a disputed amount allegedly owed. You mentioned that the billing statement shows a different amount than what was claimed by the collector, and that this discrepancy started at the beginning of the year. Additionally, you expressed concerns that the collector's actions may be in violation of state and federal debt collection practices in Texas. We will review your account and investigate these claims internally to ensure that our procedures are being followed correctly. Our team will also verify the accuracy of the amount owed and address any potential issues with the billing statement."
may concern called credit card company authorized user cousin card reason showing credit report called company end stated reported problem card melaleuca ending ending told notify credit service fix misunderstanding update credit report paying problem since added cousin,credit_reporting,"We understand that you have a concern regarding the credit reporting for your cousin's authorized credit card. Specifically, you mentioned that the credit report shows an issue with a Melaleuca-issued card, which was reported to us as problematic. You also stated that this issue arose after adding your cousin as an authorized user on their account and that payments have been made since then. Our support team will review this matter internally to investigate why the error occurred in the credit report and ensure that it is corrected. We will look into the discrepancy between what was reported to us and what appears on the credit report, and we will work to resolve this issue as soon as possible."
portfolio recovery reporting owe debt never authorized company personal private information cra allowed information credit report damaging reputation credit profile federally protected consumer right violated caused major stress family information reported harmed financially denies access home funding business,debt_collection,"We've received your complaint regarding the alleged unauthorized disclosure of personal and private financial information to a debt collection agency. You claim that this has resulted in damage to your credit profile, negatively impacting your reputation and causing significant stress for yourself and your family. We take all allegations of data breaches and unauthorized disclosure seriously and will review your case internally to determine if any company policies or federal consumer protection laws were violated. Our team will investigate the matter thoroughly to understand the circumstances surrounding this incident and assess whether any further action is necessary to protect your rights as a consumer."
sent mercedes notarized affidavit truth fact certified mail receipt affidavit mercedes failed comply fdcpa truth lending law mercedes debt collector defined fdcpa mercedes failed rebut notarized affidavit way address law federally protected consumer mercedes tried address complaint properly,mortgages_and_loans,"I've reviewed the details of your complaint, which indicates that you are disputing a matter related to Mercedes' compliance with federal laws, specifically the Fair Debt Collection Practices Act (FDCPA), and their handling of a notarized affidavit. You claim that Mercedes failed to comply with the FDCPA truth-in-lending law and did not properly address your complaint. Our support team will review this issue internally, examining the specific circumstances surrounding the affidavit and Mercedes' actions as described in your complaint. We will investigate the allegations made regarding non-compliance with federal consumer protection laws and determine if any further action is necessary to resolve this matter."
applied bank hawaii personal account next two day fully operating normally transfer money account entered wrong password found bank hawaii closed account without giving specific reason angry violated user agreement rule regulation made preparing complain behavior make angry userid,retail_banking,"We've received your complaint regarding the closure of your Bank Hawaii personal account. You mentioned that you attempted to access your account and were unable to do so due to entering an incorrect password, but what's concerning is that the account was subsequently closed without any notification or explanation. We'll review this incident internally to determine if our procedures were followed correctly and whether there was a breach of our user agreement or regulatory guidelines. Our investigation will focus on verifying the circumstances surrounding the closure and ensuring that our policies are being implemented fairly and transparently for all customers."
mortgage company making payment made several mistake misreported late payment credit bureau total asked bureau process request update mortgage paid agreed remove remark nothing happened killing attached document sent u threatened sue agreeing remove late payment please help u,credit_reporting,"We've received your complaint regarding the misreporting of a late payment by a mortgage company to a credit bureau. According to your message, this mistake has resulted in incorrect information being reflected on your credit report. You've also mentioned that you sent documentation and requested the removal of the remark, but no action was taken. Our team will review this incident internally and investigate how it occurred. We'll work with the relevant parties to ensure that any inaccuracies are corrected as soon as possible."
upon checking credit report noticed several item still remaining credit report even sending supporting documentation account result identity theft never lived sc sc address used perpetrator made several attempt listed fraud blocked credit report still get run around issue,credit_reporting,"We've received your concern regarding the items on your credit report that you believe are a result of identity theft. Specifically, it appears that multiple accounts and attempts to open new ones were made using an address in South Carolina, which you claim is not yours. You've also mentioned providing supporting documentation but still seeing these issues persist. Our team will review this matter internally, focusing on the discrepancies in your credit report and any potential instances of identity theft. We'll investigate the accounts listed as fraudulent and work to resolve the issue, ensuring that your credit report accurately reflects your financial history."
several inaccuracy report didnt authorize account violating right according fdcpa credit reporting agency continues violate right according usc bad debt furnished report ruining reputation defamation character requestion credit agency stop reporting agency stop reporting account violating right according usc,credit_reporting,"I understand that you have received several inaccurate reports from a credit reporting agency regarding an account that you did not authorize, which is in violation of the Fair Debt Collection Practices Act (FDCPA) and the Uniform Commercial Code (USC). You also mentioned that this has resulted in a bad debt being furnished to your report, potentially damaging your reputation. I will review these concerns internally with our team to determine if any further action needs to be taken regarding the credit reporting agency's actions. We will investigate whether they have indeed continued to violate your rights as stated under USC and assess the accuracy of their reports about your account."
sent letter equifax provide physical verification account reported credit report item deleted day nothing sent wrote second letter requesting information deletion today still yet receive physical verification item belonging per section fcra required law provide information ca item deleted,credit_reporting,"We have received your concern regarding the removal of a disputed credit reporting item from your Equifax credit report. You had previously written to Equifax, requesting that they delete the item in question and provide physical verification as required by Section 609 of the Fair Credit Reporting Act (FCRA). Unfortunately, you have yet to receive this information despite sending a second letter requesting its deletion. Our team will review your case internally to ensure that Equifax has complied with their obligations under the FCRA and that all necessary steps are taken to resolve this matter. We will investigate further to determine why the physical verification was not provided as requested, and we will work to facilitate a resolution in accordance with federal law."
reported mortgage payment credit bureau late spite cashing mortgage check electronically bank receiving payment dispute previous complaint according cfpb guideline required suppress reporting loan payment information credit profile period day misreported payment beginning see attachment previous complaint information attached,credit_reporting,"We have received your complaint regarding the late reporting of a mortgage payment to the credit bureaus. Specifically, you mentioned that despite cashing an electronically deposited mortgage check on time, the payment was still reported as late and has negatively impacted your credit profile. You also referenced a previous complaint filed with the Consumer Financial Protection Bureau (CFPB) and attached documentation for our review. Our support team will investigate this matter internally to determine why the payment information was misreported and ensure compliance with relevant guidelines. We will examine the details of your case, including the attachment you provided, to understand the circumstances surrounding this issue."
contacted bureau investigation wanted look mailed information today day day understand day respond information know misleading unverified instead placed item account demand removed simple fact responded request may seen fact proof item attaching complaint thank hope get resolved quickly,credit_reporting,"We've received your complaint regarding a discrepancy in the credit reporting process. You mentioned that a bureau investigation was initiated, but you're concerned about the accuracy of the information being shared and feel it's misleading. Specifically, you stated that an unverified item was placed on your account without your knowledge or consent. Our support team will review this matter internally to investigate the cause of the discrepancy and ensure that any inaccuracies are corrected promptly. We'll look into the steps taken by the bureau investigation and verify the information being reported about your account."
dear team settled forbearance approved deferral payment agreement per care act deferral agreement resume loan show current credit report making regular payment last two month still iberia bank updating showing payment status reporting current credit bureau financially negatively impacting,credit_reporting,"We have taken note of your concern regarding the credit reporting issue with Iberia Bank. You mentioned that despite settling a forbearance approved deferral payment agreement under the CARE Act, your loan is still being reported to the credit bureaus as delinquent and showing a negative impact on your financial history. We understand that you have been making regular payments over the last two months and are concerned about the discrepancy in the reporting of your payment status. Our team will investigate this matter internally to verify the accuracy of the information being reported by Iberia Bank and ensure that it is corrected as soon as possible."
discover financial credit card stated owe ohio today im trying buy home result identify theft tried resolve discover card service correct fix issue want pay feel pay due fault accrued today buying home fixed income put harm financial hardship,debt_collection,"I understand that you're experiencing difficulties with a Discover Financial Credit Card account, which has led to a debt collection notice from Ohio. You mentioned that the issue started when you tried to buy a home and were informed of an outstanding balance, but you suspect it may be related to identity theft. Our team will review this matter internally to verify the accuracy of the debt and investigate any potential issues with your account. We'll also look into the steps taken by Discover Financial's service department to resolve the issue and correct any errors that may have occurred."
transunion continues share credit report without written permission continually bringing score date inquiry made without consent credit source request inquires removed credit report updated ohio credit pulled fl credit pulled fl credit pulled florida credit pulled va credit pulled,credit_reporting,"We understand that you're concerned about TransUnion sharing your credit report without your explicit written permission. You've mentioned that they've been bringing up score date inquiries made without consent, as well as requesting inquires from various sources such as Ohio, Florida, and Virginia. Our support team will review this issue internally to determine the cause of these unauthorized actions and verify if any necessary permissions were obtained. We'll investigate why your credit report was updated with these additional inquiries and ensure that TransUnion's practices align with industry standards for handling consumer data."
bill paid insurance due car accident received notice insurance pay made arrangement pay company directly balance paid full company received service collection agency involved payment reported credit original creditor agreed contact collection agency remove negative mark due reporting credit inaccurately,debt_collection,"We understand that you have concerns regarding a bill paid in relation to an insurance claim resulting from a car accident. You've mentioned receiving a notice stating that the insurance company needs to pay, despite having made arrangements to pay directly to the company and subsequently paying the balance in full. We also note your concern about a collection agency being involved and reporting this payment inaccurately on your credit report, which you believe was done without the original creditor's agreement. Our team will review this matter internally to investigate the involvement of the collection agency and the accuracy of the credit reporting."
filed dispute equifax asking delele bankruptcy appears credit report inaccurate received result back stated verified information thru however credit file freeze fair credit reporting act security freeze release information credit file without express authorization want bankruptcy deleted credit report immediately,credit_reporting,"We've received your complaint regarding the dispute you filed with Equifax, specifically concerning a reported bankruptcy that appears to be inaccurately listed on your credit report. You mentioned that despite receiving a result stating the information was verified, you believe it to be incorrect and have requested its deletion. Furthermore, you're concerned about the release of sensitive information related to your credit file freeze under the Fair Credit Reporting Act, as well as the unauthorized release of this information. We'll review this matter internally to ensure that any inaccuracies are corrected and that your rights under the relevant legislation are upheld."
account amex acquired identity identity theft provided police report affidavit done without consent charged original complaint put last year investigation bureau removed upon looking report last month appeared correct tolerated thought amex good company sad would want go law fcra,credit_reporting,"We have taken note of your concerns regarding the removal and reappearance of a disputed account on your credit report. You mentioned that American Express acquired an account in your name without your consent, and you provided a police report and affidavit to support this claim. The investigation bureau had previously removed the account from your report last year, but it reappeared when you checked again last month. Our team will review this matter internally and investigate why the account was reinstated despite your previous complaint. We will also look into how this incident affects your credit history in accordance with the Fair Credit Reporting Act (FCRA)."
second complaint regarding issue account frozen month citi vip team responded asked identification submitted never heard anything back everytime call hold least hour usually hung talk someone tell another department speak put hold rediculous need money reason hold please help,retail_banking,"I'm reviewing your second complaint about an account that was frozen by Citi's VIP team in January. You've mentioned that you were asked to provide identification, which you submitted, but never received a response or update on the status of your account. You're experiencing lengthy hold times, often over an hour, and have been transferred between departments without resolution. I'll escalate this matter internally for further investigation and review of the account freeze. Our team will look into the processing delay and ensure that all necessary steps are taken to resolve the issue as soon as possible."
dear submitted letter response letter get response attaching letter also among two loan sent one one approve seems per document sent two differed interest rate one prime rate prime rate would please send promissory note claim loan thank much time,credit_reporting,"I've reviewed the details of your concern regarding the credit reporting issue. It appears that you have received conflicting information from two separate loan applications, with one indicating approval and a different interest rate than the other, which also mentioned a prime rate. You're concerned about the discrepancy in these documents and would like clarification on this matter. Our team will investigate the discrepancies in your loan applications to determine the cause of the confusion and ensure that all relevant information is accurate and consistent. We'll review the documentation you've provided and look into why there seems to be a difference between the two loans, including the interest rates mentioned."
recall ever opening account military service began attending college opened last active opened last active opened last active account old would like removed credit report opened last active opened last active opened last active opened last active opened last active,credit_reporting,"We understand that you're concerned about the appearance of multiple accounts on your credit report, which you believe may be related to a past period when you were attending college and had military service. Specifically, you mentioned that one of these accounts is old and would like it removed from your credit report. Our team will review this matter internally to investigate why these accounts remain active and verify the accuracy of the information on file. We'll also look into removing any unnecessary or outdated records to ensure the integrity of your credit history."
il kia motor finance customer service ca attention applicable account applicable correspondence forward attention seeking immediate attention vehicle account settled full contractually agreed word send overpayment due along vehicle title immediately question concern hesitate contact time sincerely digital signature encl,mortgages_and_loans,"We have received your letter regarding the Kia Motor Finance account, specifically concerning an alleged overpayment that has resulted in a delay in receiving the vehicle's title. Our team will review the applicable correspondence and contract details to verify the claim of overpayment and its impact on the settlement of the full contractually agreed amount. We will also investigate why the vehicle title was not forwarded as expected. Once we have completed our internal review, we will respond with a resolution or further instructions regarding next steps."
chase transferred money credit card fake account called many time said take care canceled card paid chase owe year later sent letter saying keep reporting credit reporting people pay blackmail money fighting card company work discovery bank stealing money others,debt_collection,"I'm reviewing your complaint regarding a Chase-issued credit card that you believe was opened under false pretenses and has resulted in multiple debt collection attempts. You claim to have paid off the balance, but despite this, you've received letters stating that you owe money and are being reported to credit bureaus. You also mention receiving harassing phone calls from individuals claiming to be from Chase, who allegedly threatened to continue reporting your account as delinquent unless you made further payments. Our team will investigate these allegations internally, including reviewing the history of your account and any communications with Chase representatives."
decided get credit pulled due couple bill continued receive mail never heard place therefore suspected identity theft reviewed report caught surprise couple thing never opened life thing listed application mine please remove unknown item report chapter bankruptcy chapter bankruptcy dismissed,credit_reporting,"We've taken note of your concern regarding the unexpected appearance of a credit inquiry on your report, which you suspect may be related to an instance of identity theft. Specifically, it seems that there was a credit pull initiated for a couple's bill, and despite never hearing from this entity or opening any account with them, their name is listed as having applied for a life insurance policy in your name. We will review the relevant sections of your report, including the bankruptcy notation which was previously dismissed, to verify the accuracy of the information and determine how this credit inquiry occurred."
victim fraud trying protect credit file much found several account credit report belong process buying car brought attention following account mine cant find contract business company enhanced recovery company requested legal paperwork company without response filing police report follow report,debt_collection,"We've taken note of your concerns regarding the attempts to collect debt on an account that you claim is not yours. You mentioned that several accounts are listed under your credit file, and you're unable to locate a contract for one of these accounts. Additionally, you stated that Enhanced Recovery Company has been contacting you about this account and requesting legal paperwork without providing any response. We will review the information you've provided and investigate the discrepancies in your credit report to determine if there's been an error or potential identity theft. Our team will look into this matter further and work with relevant parties to resolve the issue as soon as possible."
first time ever encountered identity theft pulled credit many fraudulent account belong find name social security used open account also trying file tax consultant informed social security number already filed please remove unknown item report soon possible u dep deptednelnet,credit_reporting,"We understand that you've recently discovered signs of identity theft, including unauthorized accounts opened in your name and a fraudulent tax filing under your Social Security number. You've also reported multiple unknown items on your credit report. Our team will review this situation internally to verify the accuracy of these claims and investigate any potential security breaches. We'll work to remove any incorrect or unauthorized information from your credit report as soon as possible, in accordance with applicable laws and regulations."
received legal document regular mail second notice defendant signed attorney stating court issued continuing writ garnishment employer never received anything case ever looked local court record name apparently default judgment issued asset acceptance llc never even credit report knowledge matter,debt_collection,"We understand that you have received a second notice of a court-issued continuing writ of garnishment, which has been sent to your employer. You are concerned about the default judgment issued against you and how Asset Acceptance LLC obtained this judgment without your knowledge or involvement. We will review the local court record to verify the accuracy of the information and investigate why you were not notified of the case. Our team will also look into how the default judgment was issued and if it was properly served to you. We will provide an update on our findings as soon as possible, but in the meantime, we recommend that you contact your employer to confirm receipt of the notice and discuss any potential actions they may need to take."
work month deo website fla still unclear recognizing covid relief benefit promised individual like received letter attached card happy seems promise relief receive actual card bank deposit card money bank overdue bill pay lastly need report income somewhere business pick fl,credit_card,"I've reviewed your complaint regarding the recognition of a COVID-19 relief benefit on your credit card account. You mentioned receiving a letter that promised this benefit, but it appears to be unclear whether you will actually receive the benefit or have any funds deposited into your account. I understand that you're concerned about paying an overdue bill and are seeking clarification on how to report your income for business purposes in relation to this benefit. Our team will investigate this matter internally to determine why the promised relief benefit is not being applied to your account as expected, and we'll look into ensuring that any necessary funds are deposited accordingly."
sent request validation account send back copy transaction amount signature requested vaildation letter show owe debt signature response received reported credit bureau fcra law report consumer bares signature responsible transaction requested vaildation time failed send anything signature stating responsible alleged transaction,credit_reporting,"We understand that you are concerned about a recent request to validate an account, which included sending back a copy of a transaction and requesting a validation letter showing the amount owed. You mentioned receiving a response stating you were responsible for the transaction, but also reported to a credit bureau under FCRA law as allegedly owing debt. We will review this matter internally to investigate why your signature was requested multiple times and what actions were taken regarding your account. Our team will examine the communication history with the credit reporting agency involved and verify that all procedures were followed correctly in accordance with consumer protection laws."
company managed mortgage loan subsidiary loancare posting misleading untruthful information care act benefit act benefit borrower also requiring certain information forbearance application specifically prohibited care act please see also fear loancare retaliate either submitting loan forbearance application submitting complaint cfpb thank,mortgages_and_loans,"We have received your complaint regarding the handling of your mortgage loan with Loancare, a subsidiary that manages your loan. You are concerned about the posting of misleading and untruthful information related to the CARE Act benefits and the requirement for specific information when applying for forbearance, which is prohibited by law. We will review this matter internally to determine if any regulatory requirements have been violated and whether Loancare's actions were in compliance with relevant laws, including the Consumer Financial Protection Bureau (CFPB) guidelines. Our investigation will focus on ensuring that your rights as a borrower are protected and that you receive accurate information regarding your loan and available assistance options."
received letter synchrony bank stating account jcpenney credit card closed due activity account synchrony bank indicative high risk failure believe action taken illegally response pandemic equal credit opportunity right act right find account closed unless account inactive failure make payment agreed,credit_card,"We understand that you received a letter from Synchrony Bank indicating that your JCPenney credit card account has been closed due to activity that is considered indicative of high risk, specifically citing the failure to make payments. You believe this action may have been taken in violation of the Equal Credit Opportunity Act and the Right to Financial Privacy Act, which you claim was triggered by the pandemic. Our support team will review your case internally to investigate these claims further and determine if any actions were indeed taken in accordance with regulations. We will also examine the circumstances surrounding the closure of your account to ensure it aligns with our policies and applicable laws."
logged credit file noticed inquiry recognize would like removed fcra state right proper credit reporting following inquiry need removed credit card inquiry date removal date credit card inquiry date removal date bk amer bank credit card inquiry date removal date thank,credit_reporting,"We have noted your concern regarding an inquiry on your credit report that you believe should be removed. Specifically, you mentioned a credit card inquiry from BK Amer Bank with multiple dates listed for the removal of this inquiry. We will review and investigate your request internally to ensure that all inquiries are properly documented and in compliance with FCRA regulations. Our team will verify the information provided and take necessary steps to address any inaccuracies or discrepancies found during our investigation, which may include requesting further documentation from the credit reporting agency if needed."
reporting debt credit report nothing never visited florida debt mine debt dollar debt drastically lowered credit score causing get job house hard economic time contacted numerous occasion debt collection moved avail please remove credit report date birth file connected debt date birth,credit_reporting,"We've received your complaint regarding the inaccuracies on your credit report, specifically the listing of a debt from Florida that you claim to have never visited or incurred. You're concerned that this error has drastically lowered your credit score, making it difficult for you to secure employment and purchase a home during an already challenging economic time. Our support team will review this matter internally, investigating why this debt was reported in the first place and how it's affecting your credit history. We'll also look into the multiple occasions on which you've contacted numerous parties regarding this issue, including debt collection agencies that may have moved or become unavailable to assist with removal of the incorrect information from your report."
nationstar mortgage reporting incorrectly credit report reporting late payment late payment never happened loan modification due unemployment never stopped make assigned payment stablished payment month equal new payment proceed modification time telling credit affected stared different dispute credit agency without satisfactory result,credit_reporting,"We've received your complaint regarding Nationstar Mortgage's incorrect reporting of a late payment on your credit report. According to your complaint, the late payment was never made and you had been making assigned payments under a loan modification due to unemployment. You also mentioned that the payment amount changed during the modification period, which may have caused confusion in the reporting process. Our support team will review this matter internally to investigate why Nationstar Mortgage's credit reporting agency reported the incorrect information and how it affected your credit score. We'll look into the dispute you filed with the credit agency and see if there were any satisfactory results from that process."
disputed account several time capital one credit bureau avail reporting false information credit report need deleted soon possible capital one reporting different date last activity late payment charge late payment close date remove immediately capital one violation continuing report unverified inaccurate account,credit_reporting,"We have received your complaint regarding the disputed account and the incorrect information being reported by Capital One to the credit bureau. You have mentioned that this is not the first time you have disputed the account, and yet the issue persists with false information being reflected on your credit report. We understand that you need this corrected as soon as possible. Our team will review the details of your complaint internally and investigate why the incorrect date for last activity and late payment charge are still being reported by Capital One. We will also look into removing these inaccuracies from your credit report at the earliest opportunity to prevent any further damage to your credit score."
pandemic called barclays enrolled relief program two notice saying enrolled saying extended month stating pay billing cycle despite barclays reported credit bureau late payment clearly led believe payment needed made significantly damaged credit report damaged ability get credit including government relief program,credit_reporting,"We've received your concern regarding the Barclays Enrolled Relief Program and its impact on your credit reporting. You mentioned receiving two notices stating that you were enrolled in the program, which resulted in an extended billing cycle and a late payment being reported to the credit bureau. This has led to damage to your credit report, affecting your ability to obtain credit, including through government relief programs. Our team will review this matter internally to investigate how the Barclays Enrolled Relief Program was applied to your account and why the late payment was reported to the credit bureau despite your claim that you made a timely payment."
hired enhanced recovery collection attempted settle debt even feel owe paid already wanted struggle attempted settle debt started playing game telling lowest client would accept offered put team lead phone offered stated thing lowest could settle asked corporate hold almost additional minute,debt_collection,"We understand that you have concerns regarding a recent interaction with Enhanced Recovery Collection, a third-party agency hired to collect on your debt. You mentioned that they attempted to settle the debt and made an offer for the lowest amount they would accept, but you feel that you've already paid what's owed. You also stated that the collection agent played a game of trying to get you to agree to their terms, which caused you undue stress. Our team will review this interaction internally to ensure that the agency followed proper procedures and treated you fairly in accordance with our contractual agreements."
company contacted several occasion regarding debt reporting credit profile owe never attended claiming documentation time send letter credit burea seem confirm debt without documentation debt belong never worked company please provide proof identification file verifies business company immediately delete bogus reported debt,credit_reporting,"We have taken note of your concerns regarding the repeated contact from a company about a debt that you claim to not owe. You mentioned that they requested documentation and sent a letter to a credit bureau, but you never received any communication from them directly. We will review this matter internally to verify the authenticity of the debt and confirm whether it was reported correctly. Our team will investigate why your identification file does not appear to be linked to this company's records and what steps they took to report the alleged debt without your consent."
public record credit file trying get remove since disputed many time via certified mail online cfpd experian credit bureau keep reporting saying investigated furnishing information lie submitted proof removed case number verify removed credit file experian holding law fair credit reporting act,credit_reporting,"We've received your complaint regarding the public record on your Experian credit report. You're disputing this entry and have previously attempted to remove it via certified mail, citing that you've provided proof of its removal. However, Experian is continuing to report this information as investigated with a furnisher's response stating they submitted information. We'll review the case number you've mentioned and investigate why your disputed credit file remains on record despite previous attempts to resolve it through Experian directly. Our team will look into whether the Fair Credit Reporting Act (FCRA) has been followed in this instance, as you've alleged that Experian is not accurately reflecting the status of this dispute."
submitted dispute barclays luxury card charge amount received letter credit card company unable assist speaking numerous agent told case closed error would reopened escalated never called spoke numerous agent call center even locate case system properly take minute time explain happened nothing done,credit_card,"We have taken note of your concerns regarding the Barclays Luxury Card, specifically the disputed charge and the difficulty you've experienced in getting assistance from our credit card company. You mentioned receiving a letter stating that the issue was closed, but then being told it would be reopened after speaking with numerous agents. Unfortunately, you were not able to resolve the matter during these conversations. Our support team will review your case internally to investigate the discrepancies and ensure that all necessary steps are taken to address the disputed charge. We will also look into the communication breakdowns you experienced while trying to get help from our call center."
communicated capital one told would refunded late fee city shut due corona virus communicated time told payment required shutdown made payment promised capital one say record exists correct wrong information credit report even paid promised credit report show late payment reduced credit limit,credit_card,"We're reviewing your concern regarding the late fee associated with your Capital One credit card. You mentioned that you were informed by a representative from Capital One that the late fee would be refunded due to circumstances related to the COVID-19 shutdown, but you were also told that a payment was required and made during this time. Furthermore, you stated that despite being assured of a corrected record, your credit report still shows a late payment and an affected credit limit. We will investigate this discrepancy internally to verify the accuracy of the information provided by Capital One's representative and ensure that any necessary corrections are made to your account and credit report."
previously informed number account reported credit report mine writing request reinvestigate account delete know item ended upon credit report never signed agreed charge dont know gave information would like copy whatever say account mine assure never taken charge please delete account asap thank,credit_reporting,"We have received your complaint regarding the credit report for your account. You are concerned that certain items on the report were not accurate and that you did not agree to charges being made against it. Specifically, you mentioned that there was a request to reinvestigate an item that had already ended, and you would like to delete the account as soon as possible. Our support team will review this matter internally to verify the accuracy of the information on your credit report and investigate any discrepancies or unauthorized transactions. We will also look into why certain charges were made against your account without your consent."
dealing real time resolution call today yesterday call claim owe money tuition amount finished attending finished paying student loan garnishment also noticed overpaid reimbursed told continue tell record requested mail information said yet still seen letter since seem eager send information feeling scam,debt_collection,"We understand that you're concerned about a recent debt collection issue and feel that the matter has not been resolved to your satisfaction. You mentioned receiving a call yesterday regarding an outstanding tuition amount, which you claim has already been paid off through student loan garnishment. Additionally, you've noticed that some of this overpaid amount was reimbursed, but it appears that the record still shows an outstanding balance. We will review and investigate this discrepancy internally to ensure accuracy and fairness in your account. Our team will look into the communication issues you experienced during the call and verify the information sent to you via mail."
sent letter credit company transunion demanding see verifiable proof original consumer contract signature file account listed credit report day failure positively verify account hurt ability obtain credit fcra unverified account must removed unable provide copy verifiable proof must remove account listed credit report,credit_reporting,"We've received your concern regarding a letter from TransUnion requesting verification of the original consumer contract for an account listed on your credit report. You mentioned that you're having trouble providing the necessary documentation and are worried about its impact on your ability to obtain credit, as well as the potential FCRA violation if the account isn't removed. Our team will review this matter internally, focusing on the specific issue of verifying the account's existence and ensuring compliance with relevant regulations. We'll investigate further into the details surrounding this account and TransUnion's request for verification."
